,N. parvum,X. sp.,descriptions
IPR018359,5,3,"Bromodomain, conserved site"
IPR037800,1,1,Histone acetyltransferase GCN5
IPR004855,1,1,"Transcription factor IIA, alpha/beta subunit"
IPR009088,3,2,"Transcription factor IIA, beta-barrel"
IPR003105,1,1,SRA-YDG
IPR036987,1,1,SRA-YDG superfamily
IPR045134,1,1,UHRF1/2-like
IPR028160,1,1,Ribosome biogenesis protein Slx9-like
IPR004584,1,1,"DNA repair protein Rad50, eukaryotes"
IPR010737,1,0,"Four-carbon acid sugar kinase, N-terminal domain"
IPR031475,1,0,"Four-carbon acid sugar kinase, nucleotide binding domain"
IPR037051,1,0,"Four-carbon acid sugar kinase, N-terminal domain superfamily"
IPR042213,1,0,"Four-carbon acid sugar kinase, nucleotide binding domain superfamily"
IPR011502,1,1,Nucleoporin Nup85-like
IPR001404,1,1,Heat shock protein Hsp90 family
IPR019805,1,1,"Heat shock protein Hsp90, conserved site"
IPR020575,1,1,"Heat shock protein Hsp90, N-terminal"
IPR037196,1,1,"HSP90, C-terminal domain"
IPR031675,2,1,"Serine-threonine protein phosphatase, N-terminal"
IPR001469,1,1,"ATP synthase, F1 complex, delta/epsilon subunit"
IPR020546,1,0,"ATP synthase, F1 complex, delta/epsilon subunit, N-terminal"
IPR036771,1,0,"F0F1 ATP synthase delta/epsilon subunit, N-terminal"
IPR022742,4,5,"Serine aminopeptidase, S33"
IPR039539,1,1,Ras GTPase-activating protein-binding protein
IPR042024,1,0,D-xylulose kinase
IPR036837,7,5,"Cation efflux protein, cytoplasmic domain superfamily"
IPR045199,1,1,ATPase family AAA domain-containing protein ATAD2-like
IPR038753,1,1,NF-kappa-B inhibitor-like protein 1
IPR018612,1,1,"Nuclear speckle splicing regulatory protein 1, N-terminal"
IPR014870,4,2,Domain of unknown function DUF1793
IPR032514,4,2,Domain of unknown function DUF4965
IPR033433,4,1,Domain of unknown function DUF5127
IPR019160,1,1,"Exocyst complex component Sec3, C-terminal"
IPR028258,1,1,"Exocyst complex component Sec3, PIP2-binding N-terminal domain"
IPR007718,1,1,"Srp40, C-terminal"
IPR045233,1,1,"Mannose-1-phosphate guanyltransferase, N-terminal domain"
IPR021889,1,0,Protein of unknown function DUF3500
IPR016274,3,1,"Histidine acid phosphatase, eukaryotic"
IPR001046,1,1,NRAMP family
IPR011150,3,3,"Cutinase, monofunctional"
IPR043580,1,1,"Cutinase, serine active site"
IPR006544,2,1,"P-type ATPase, subfamily V"
IPR004514,1,0,Glutamine-tRNA synthetase
IPR001236,2,1,"Lactate/malate dehydrogenase, N-terminal"
IPR001252,2,1,"Malate dehydrogenase, active site"
IPR001557,1,1,L-lactate/malate dehydrogenase
IPR010097,2,1,"Malate dehydrogenase, type 1"
IPR015955,2,1,"Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"
IPR022383,2,1,"Lactate/malate dehydrogenase, C-terminal"
IPR000542,2,3,Acyltransferase ChoActase/COT/CPT
IPR039551,2,3,Choline/carnitine acyltransferase domain
IPR042231,2,3,"Choline/Carnitine o-acyltransferase, domain 2"
IPR013964,1,1,DASH complex subunit Ask1
IPR000811,1,2,"Glycosyl transferase, family 35"
IPR011833,1,1,Glycogen/starch/alpha-glucan phosphorylase
IPR035090,1,0,Phosphorylase pyridoxal-phosphate attachment site
IPR005344,1,0,TMEM33/Pom33 family
IPR016491,3,3,Septin
IPR004140,1,2,Exocyst complex component Exo70
IPR046364,1,2,"Exocyst complex subunit Exo70, C-terminal"
IPR016555,2,1,"Phospholipase D, eukaryotic type"
IPR013108,1,5,Amidohydrolase 3
IPR033932,1,2,YtcJ like
IPR026258,1,0,Signal recognition particle subunit SRP68
IPR034652,1,0,"Signal recognition particle subunit SRP68, RNA-binding domain"
IPR038253,1,0,"SRP68, N-terminal domain superfamily"
IPR003829,2,2,"Pirin, N-terminal domain"
IPR012093,2,2,Pirin
IPR041602,1,0,"Quercetin 2,3-dioxygenase, C-terminal cupin domain"
IPR003527,3,3,"Mitogen-activated protein (MAP) kinase, conserved site"
IPR008352,2,1,Mitogen-activated protein (MAP) kinase p38-like
IPR038783,1,1,Fungal mitogen-activated protein (MAP) kinase Sty1/Hog1
IPR000421,1,1,Coagulation factor 5/8 C-terminal domain
IPR005605,1,0,Sporulation-specific protein Spo7
IPR001130,2,1,3'-5' ssDNA/RNA exonuclease TatD-like
IPR021565,1,1,"Rabenosyn, Rab binding domain"
IPR036531,1,1,"Rabenosyn, Rab binding domain superfamily"
IPR002677,1,0,Ribosomal protein L32p
IPR004143,2,2,"Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain"
IPR004562,1,0,Lipoyltransferase/lipoate-protein ligase
IPR013176,1,1,Vacuolar fusion protein Ccz1
IPR043987,1,1,"CCZ1/INTU/HSP4, first Longin domain"
IPR002376,2,1,"Formyl transferase, N-terminal"
IPR036477,2,1,"Formyl transferase, N-terminal domain superfamily"
IPR041711,1,0,"Methionyl-tRNA formyltransferase, N-terminal domain"
IPR011047,7,14,Quinoprotein alcohol dehydrogenase-like superfamily
IPR037588,2,2,Target of rapamycin complex subunit LST8
IPR000453,1,0,Chorismate synthase
IPR020541,1,0,"Chorismate synthase, conserved site"
IPR035904,1,0,Chorismate synthase AroC superfamily
IPR005112,1,1,dDENN domain
IPR010378,1,1,Trafficking protein particle complex subunit 13
IPR018810,1,1,Uncharacterised protein family UPF0662
IPR045047,1,1,N-acetyltransferase Ard1-like
IPR009050,1,1,Globin-like superfamily
IPR012292,1,1,Globin/Protoglobin
IPR044398,1,0,Globin-sensor domain
IPR005786,4,3,Branched-chain amino acid aminotransferase II
IPR018300,2,2,"Aminotransferase, class IV, conserved site"
IPR004202,1,0,Cytochrome c oxidase subunit VIIc
IPR006849,1,1,Elongator complex protein 1
IPR036636,1,0,Cytochrome c oxidase subunit VIIc superfamily
IPR013868,1,1,Tethering factor for nuclear proteasome Cut8/Sts1
IPR038422,1,1,Cut8/Sts1 superfamily
IPR008862,1,0,T-complex 11
IPR001296,4,2,"Glycosyl transferase, family 1"
IPR031814,1,1,"ALG11 mannosyltransferase, N-terminal"
IPR038013,1,1,ALG11 mannosyltransferase
IPR001708,2,2,Membrane insertase YidC/ALB3/OXA1/COX18
IPR027531,1,1,Eukaryotic translation initiation factor 3 subunit F
IPR010678,1,1,U3 small nucleolar RNA-associated protein 25
IPR001100,2,1,"Pyridine nucleotide-disulphide oxidoreductase, class I"
IPR004099,3,1,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
IPR006322,1,1,"Glutathione reductase, eukaryote/bacterial"
IPR012999,2,1,"Pyridine nucleotide-disulphide oxidoreductase, class I, active site"
IPR046952,1,1,Glutathione reductase/thioredoxin reductase-like
IPR006644,1,1,Dystroglycan-type cadherin-like
IPR015919,1,1,Cadherin-like superfamily
IPR007785,1,1,Anamorsin
IPR031838,1,1,"Fe-S cluster assembly protein Dre2, N-terminal"
IPR046408,1,1,"Anamorsin, C-terminal"
IPR007187,2,1,"Nucleoporin, Nup133/Nup155-like, C-terminal"
IPR014908,2,1,"Nucleoporin, Nup133/Nup155-like, N-terminal"
IPR037624,1,1,Nuclear pore complex protein Nup133-like
IPR000649,4,5,Initiation factor 2B-related
IPR042529,4,5,"Initiation factor 2B-like, C-terminal"
IPR020578,1,0,"Aminotransferase class-V, pyridoxal-phosphate binding site"
IPR024169,1,1,Serine-pyruvate aminotransferase/2-aminoethylphosphonate-pyruvate transaminase
IPR000979,1,1,Phosphodiesterase MJ0936/Vps29
IPR024654,1,1,"Calcineurin-like phosphoesterase domain, lpxH-type"
IPR028661,1,1,Vacuolar protein sorting-associated protein 29
IPR013169,1,1,mRNA splicing factor Cwf18-like
IPR019927,1,1,"Ribosomal protein L3, bacterial/organelle-type"
IPR007527,2,1,"Zinc finger, SWIM-type"
IPR039903,1,1,E3 ubiquitin-protein ligase Zswim2
IPR015242,1,1,"Mitochondrial resolvase Ydc2, catalytic"
IPR039197,1,1,Mrs1/Cce1
IPR016900,1,0,Alpha-2-glucosyltransferase Alg10
IPR000054,1,1,Ribosomal protein L31e
IPR023621,1,1,Ribosomal protein L31e domain superfamily
IPR008913,2,2,"Zinc finger, CHY-type"
IPR017921,1,1,"Zinc finger, CTCHY-type"
IPR037274,2,2,"Zinc finger, CHY-type superfamily"
IPR037275,1,1,"Zinc finger, CTCHY-type superfamily"
IPR039512,1,1,"RCHY1, zinc-ribbon"
IPR019191,2,1,"Essential protein Yae1, N-terminal"
IPR019793,2,0,Peroxidases heam-ligand binding site
IPR015413,3,3,Methionyl/Leucyl tRNA synthetase
IPR023458,1,1,"Methionine-tRNA ligase, type 1"
IPR029038,1,0,"Methionyl-tRNA synthetase, Zn-domain"
IPR033911,1,1,Methioninyl-tRNA synthetase core domain
IPR041872,1,1,"Methionyl-tRNA synthetase, anticodon-binding domain"
IPR008217,2,1,Ccc1 family
IPR044608,1,1,Ethanolamine-phosphate cytidylyltransferase
IPR016636,1,0,3-oxo-5-alpha-steroid 4-dehydrogenase
IPR000456,1,1,Ribosomal protein L17
IPR036373,1,1,Ribosomal protein L17 superfamily
IPR037364,1,1,Protein transport protein Sec23
IPR037550,1,1,"Sec23, C-terminal"
IPR019416,1,1,Nuclear cap-binding protein subunit 3
IPR015075,2,2,Acetylaranotin biosynthesis cluster protein L
IPR023393,4,6,START-like domain superfamily
IPR018228,2,1,"Deoxyribonuclease, TatD-related, conserved site"
IPR016939,1,1,Mitochondrial ribosomal protein S25
IPR011515,1,1,"Shugoshin, C-terminal"
IPR011516,1,1,"Shugoshin, N-terminal coiled-coil domain"
IPR013963,1,1,DASH complex subunit Dad2
IPR007902,1,0,Centromere protein Chl4/mis15/CENP-N
IPR006137,1,0,"NADH:ubiquinone oxidoreductase-like, 20kDa subunit"
IPR006138,1,0,"NADH-ubiquinone oxidoreductase, 20 Kd subunit"
IPR006994,1,1,TCF25/Rqc1
IPR005654,2,3,"ATPase, AFG1-like"
IPR003382,3,2,Flavoprotein
IPR036551,3,2,Flavin prenyltransferase-like
IPR013879,1,1,Protein of unknown function DUF1761
IPR001645,2,3,Folylpolyglutamate synthetase
IPR018109,2,2,"Folylpolyglutamate synthetase, conserved site"
IPR036565,2,3,"Mur-like, catalytic domain superfamily"
IPR036615,2,3,"Mur ligase, C-terminal domain superfamily"
IPR005935,1,0,Diphosphomevalonate/phosphomevalonate decarboxylase
IPR029765,1,0,Diphosphomevalonate decarboxylase
IPR041431,1,0,"Mvd1, C-terminal"
IPR024706,2,2,"Peroxiredoxin, AhpC-type"
IPR004752,1,1,AmpG-like permease/Acetyl-coenzyme A transporter 1
IPR024371,1,1,Acetyl-coenzyme A transporter 1-like
IPR018464,1,1,Centromere protein O
IPR016477,1,4,Fructosamine/Ketosamine-3-kinase
IPR003782,1,1,Copper chaperone SCO1/SenC
IPR017276,1,1,"Synthesis of cytochrome c oxidase, Sco1/Sco2"
IPR038881,1,0,Yae1-like
IPR011576,3,2,"Pyridoxamine 5'-phosphate oxidase, putative"
IPR045307,1,1,ADCK1-like domain
IPR006560,1,2,AWS domain
IPR039965,2,1,Uncharacterized protein C3H7.08c
IPR004308,1,0,Glutamate-cysteine ligase catalytic subunit
IPR021715,1,1,Pre-mRNA-splicing factor SLU7 domain
IPR039974,1,1,Pre-mRNA-splicing factor SLU7
IPR025687,2,2,C4-type zinc-finger of DNA polymerase delta
IPR030559,1,1,DNA polymerase zeta catalytic subunit
IPR036069,3,1,DUF34/NIF3 superfamily
IPR007855,2,4,"RNA-dependent RNA polymerase, eukaryotic-type"
IPR000876,1,1,Ribosomal protein S4e
IPR002942,4,4,RNA-binding S4 domain
IPR013843,1,1,"Ribosomal protein S4e, N-terminal"
IPR013845,1,1,"Ribosomal protein S4e, central region"
IPR032277,1,1,"40S ribosomal protein S4, C-terminal domain"
IPR036986,4,5,RNA-binding S4 domain superfamily
IPR038237,1,1,"Ribosomal protein S4e, central domain superfamily"
IPR041982,1,1,"Ribosomal protein S4, KOW domain"
IPR015882,2,1,"Beta-hexosaminidase, bacterial type, N-terminal"
IPR015883,3,4,"Glycoside hydrolase family 20, catalytic domain"
IPR025705,3,4,Beta-hexosaminidase
IPR015324,1,0,Ribosomal protein Rsm22-like
IPR013251,1,1,DASH complex subunit Spc19
IPR026699,1,2,Exosome complex RNA-binding protein 1/RRP40/RRP4
IPR037319,1,1,"Rrp40, S1 domain"
IPR041054,1,1,"Exosome complex exonuclease Rrp40, N-terminal"
IPR006652,1,4,Kelch repeat type 1
IPR004083,1,1,Regulatory associated protein of TOR
IPR029347,1,1,"Raptor, N-terminal CASPase-like domain"
IPR009291,2,1,Vacuolar protein sorting-associated protein 62
IPR001171,3,1,Sterol biosynthesis ERG24/DHCR-like
IPR018083,3,1,"Sterol reductase, conserved site"
IPR012577,1,0,NIPSNAP
IPR000462,4,5,CDP-alcohol phosphatidyltransferase
IPR014472,3,2,Choline/ethanolamine phosphotransferase
IPR043130,5,5,"CDP-alcohol phosphatidyltransferase, transmembrane domain"
IPR037475,1,0,Kinetochore protein Sos7
IPR001569,1,0,Ribosomal protein L37e
IPR018267,1,0,"Ribosomal protein L37e, conserved site"
IPR003043,1,0,"Uroporphiryn-III C-methyltransferase, conserved site"
IPR006366,1,0,Uroporphyrin-III C-methyltransferase
IPR012066,1,0,"Uroporphyrin-III C-methyltransferase, fungi"
IPR028162,2,1,"Siroheme biosynthesis protein Met8, C-terminal"
IPR028281,2,1,"Siroheme synthase, central domain"
IPR028241,1,1,RAVE subunit 2/Rogdi
IPR035426,1,1,Gemin2/Brr1
IPR011048,3,2,"Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily"
IPR019405,4,4,"Lactonase, 7-bladed beta propeller"
IPR022030,1,1,"Splicing factor 3A subunit 1, conserved domain"
IPR045146,1,1,Splicing factor 3A subunit 1
IPR002579,1,1,Peptide methionine sulphoxide reductase MrsB domain
IPR028427,1,1,Peptide methionine sulfoxide reductase MsrB
IPR000246,2,3,"Peptidase T2, asparaginase 2"
IPR028209,1,1,LAMTOR1/MEH1
IPR012935,1,1,"Zinc finger, C3HC-like"
IPR013909,1,1,"Nuclear-interacting partner of ALK/Rsm1-like, C-terminal"
IPR006239,1,1,"3(2),5 -bisphosphate nucleotidase HAL2"
IPR002358,1,1,"Ribosomal protein L6, conserved site"
IPR019906,1,1,"Ribosomal protein L6, bacterial-type"
IPR007292,1,1,Nuclear fusion protein Kar5
IPR044152,2,2,NADPH dehydrogenase YqjM-like
IPR014843,1,0,Protein Him1/Fmp52
IPR028927,1,1,Mannose-6-phosphate receptor
IPR004953,1,1,"EB1, C-terminal"
IPR027328,1,1,Microtubule-associated protein RP/EB
IPR036133,1,1,"EB1, C-terminal domain superfamily"
IPR005018,1,2,DOMON domain
IPR039698,1,0,Polyprenol reductase
IPR002495,2,2,"Glycosyl transferase, family 8"
IPR010300,1,1,Cysteine dioxygenase type I
IPR045001,3,1,Developmentally regulated GTP-binding protein
IPR006074,2,1,"GTP1/OBG, conserved site"
IPR007889,1,0,"DNA binding HTH domain, Psq-type"
IPR031662,2,1,"GTP binding protein, second domain"
IPR003114,3,2,Phox-associated domain
IPR019145,1,0,"Mediator complex, subunit Med10"
IPR018618,2,1,Vacuolar import/degradation protein Vid24
IPR024500,2,1,Domain of unknown function DUF3074
IPR002113,1,1,"ADP/ATP carrier protein, eukaryotic type"
IPR008258,1,0,Transglycosylase SLT domain 1
IPR000530,1,0,Ribosomal protein S12e
IPR026635,1,0,Protein-lysine N-methyltransferase Efm4/METTL10
IPR006696,1,1,Protein of unknown function DUF423
IPR000554,1,1,Ribosomal protein S7e
IPR008603,1,1,Dynactin subunit 4
IPR010569,1,0,"Myotubularin-like, phosphatase domain"
IPR030564,1,0,Myotubularin family
IPR001351,1,0,"Ribosomal protein S3, C-terminal"
IPR004044,1,0,"K Homology domain, type 2"
IPR005703,1,0,"Ribosomal protein S3, eukaryotic/archaeal"
IPR009019,1,0,"K homology domain superfamily, prokaryotic type"
IPR015946,2,0,"K homology domain-like, alpha/beta"
IPR018280,1,0,"Ribosomal protein S3, conserved site"
IPR036419,1,0,"Ribosomal protein S3, C-terminal domain superfamily"
IPR016087,1,1,Chalcone isomerase
IPR016088,1,1,"Chalcone isomerase, 3-layer sandwich"
IPR036298,1,1,Chalcone isomerase superfamily
IPR002190,1,1,MAGE homology domain
IPR041899,1,1,"MAGE homology domain, winged helix WH2 motif"
IPR037869,1,1,Spp1/CFP1
IPR004531,1,0,"Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archaeal/eukaryotic type"
IPR005146,1,1,B3/B4 tRNA-binding domain
IPR005147,1,0,"tRNA synthetase, B5-domain"
IPR009061,2,2,Putative DNA-binding domain superfamily
IPR020825,1,1,"Phenylalanyl-tRNA synthetase-like, B3/B4"
IPR040659,1,1,"Phenylalanine--tRNA ligase beta subunit, B1 domain"
IPR041616,1,1,"Phenylalanyl tRNA synthetase beta chain, core domain"
IPR045060,1,1,"Phenylalanine-tRNA ligase, class IIc, beta subunit"
IPR027589,1,0,Choice-of-anchor B domain
IPR015168,1,1,SsuA/THI5-like
IPR027939,1,1,NMT1/THI5 family
IPR000380,1,1,"DNA topoisomerase, type IA"
IPR003601,1,1,"DNA topoisomerase, type IA, domain 2"
IPR003602,1,1,"DNA topoisomerase, type IA, DNA-binding domain"
IPR013497,1,1,"DNA topoisomerase, type IA, central"
IPR013824,1,1,"DNA topoisomerase, type IA, central region, subdomain 1"
IPR013825,1,1,"DNA topoisomerase, type IA, central region, subdomain 2"
IPR013826,1,1,"DNA topoisomerase, type IA, central region, subdomain 3"
IPR018818,1,1,Sin3 binding protein
IPR023405,1,1,"DNA topoisomerase, type IA, core domain"
IPR023406,1,0,"DNA topoisomerase, type IA, active site"
IPR034144,1,1,"DNA topoisomerase 3-like, TOPRIM domain"
IPR017334,1,1,Eukaryotic translation initiation factor 3 subunit G
IPR024675,1,1,"Eukaryotic translation initiation factor 3 subunit G, N-terminal"
IPR034240,1,1,"eIF3G, RNA recognition motif"
IPR027078,1,0,Small nuclear ribonucleoprotein E
IPR002698,1,0,5-formyltetrahydrofolate cyclo-ligase
IPR024185,1,0,5-formyltetrahydrofolate cyclo-ligase-like domain superfamily
IPR019623,1,0,Protein Rot1
IPR019529,1,1,"SNARE-complex protein Syntaxin-18, N-terminal"
IPR000489,1,1,Pterin-binding domain
IPR000550,1,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK"
IPR006390,1,1,Dihydropteroate synthase domain
IPR011005,1,1,Dihydropteroate synthase-like
IPR035907,1,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK superfamily"
IPR045031,1,1,Dihydropteroate synthase
IPR010422,1,1,Coiled-coil domain-containing protein 124/Oxs1
IPR003874,1,1,CDC45 family
IPR018034,1,1,KRR1 interacting protein 1
IPR024626,1,1,"Kri1-like, C-terminal"
IPR039463,1,0,"Sip3/Lam1, BAR domain"
IPR042067,1,0,"Sip3, PH domain"
IPR004119,1,2,Ecdysteroid kinase-like
IPR015897,1,1,CHK kinase-like
IPR032570,1,1,"Splicing factor 1, helix-hairpin domain"
IPR045071,1,1,KH domain-containing BBP-like
IPR047086,1,1,"Splicing factor 1, helix-hairpin domain superfamily"
IPR013341,3,1,"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain"
IPR034593,3,2,D-galactonate dehydratase DgoD-like
IPR019357,1,0,Short coiled-coil protein
IPR007758,1,1,"Nucleoporin, NSP1-like, C-terminal"
IPR026010,1,1,Nucleoporin NSP1/NUP62
IPR031355,1,1,Protein of unknown function DUF5102
IPR003660,1,2,HAMP domain
IPR000028,5,6,Chloroperoxidase
IPR036851,5,6,Chloroperoxidase-like superfamily
IPR005122,2,2,Uracil-DNA glycosylase-like
IPR015637,1,1,Uracil DNA glycosylase family 2
IPR036895,2,2,Uracil-DNA glycosylase-like domain superfamily
IPR009447,1,1,Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
IPR001478,2,0,PDZ domain
IPR002041,1,1,Ran GTPase
IPR008915,1,0,Peptidase M50
IPR040815,1,1,"Nas2, N-terminal"
IPR041489,2,2,PDZ domain 6
IPR019783,1,2,"Ribosome maturation protein SDO1/SBDS, N-terminal"
IPR036786,1,2,"Ribosome maturation protein SBDS, N-terminal domain superfamily"
IPR039100,1,1,Ribosome maturation protein Sdo1/SBDS-like
IPR002668,1,1,Concentrative nucleoside transporter N-terminal domain
IPR008276,1,1,Concentrative nucleoside transporter
IPR011657,1,1,Concentrative nucleoside transporter C-terminal domain
IPR005343,1,1,Nucleolar complex protein 2
IPR007143,1,1,Vacuolar protein sorting-associated Vps28
IPR017898,1,1,"Vacuolar protein sorting-associated, VPS28, N-terminal"
IPR017899,1,1,"Vacuolar protein sorting-associated, VPS28, C-terminal"
IPR037202,2,2,ESCRT assembly domain
IPR037206,1,1,"VPS28, C-terminal domain superfamily"
IPR038358,1,1,"VPS28, N-terminal domain superfamily"
IPR021514,7,11,Protein of unknown function DUF3176
IPR001870,1,3,B30.2/SPRY domain
IPR003877,1,5,SPRY domain
IPR006595,3,5,"CTLH, C-terminal LisH motif"
IPR013144,3,3,CRA domain
IPR024964,3,4,CTLH/CRA C-terminal to LisH motif domain
IPR035782,1,0,"Ran binding protein 9/10, SPRY domain"
IPR043136,1,5,B30.2/SPRY domain superfamily
IPR013175,1,1,"INO80 complex, subunit Ies4"
IPR037850,1,1,Retinoblastoma-binding protein 5/Swd1
IPR000684,1,1,"RNA polymerase II, heptapeptide repeat, eukaryotic"
IPR007073,1,1,"RNA polymerase Rpb1, domain 7"
IPR007075,1,1,"RNA polymerase Rpb1, domain 6"
IPR038593,1,1,"RNA polymerase Rpb1, domain 7 superfamily"
IPR007537,1,1,tRNAHis guanylyltransferase Thg1
IPR024956,1,1,tRNAHis guanylyltransferase catalytic domain
IPR025845,1,1,Thg1 C-terminal domain
IPR038469,1,1,tRNAHis guanylyltransferase Thg1 superfamily
IPR003162,1,1,Transcription initiation factor TAFII31
IPR013892,2,2,Cytochrome c oxidase biogenesis protein Cmc1-like
IPR007144,1,1,"Small-subunit processome, Utp11"
IPR007651,1,1,"Lipin, N-terminal"
IPR013209,1,1,Lipin/Ned1/Smp2 (LNS2)
IPR026058,1,1,LIPIN family
IPR031315,1,1,LNS2/PITP
IPR003961,2,3,Fibronectin type III
IPR036116,2,3,Fibronectin type III superfamily
IPR001110,1,0,"Uncharacterised protein family UPF0012, conserved site"
IPR002019,1,1,"Urease, beta subunit-like"
IPR002026,1,1,"Urease, gamma/gamma-beta subunit"
IPR005848,1,1,"Urease, alpha subunit"
IPR011612,1,1,"Urease alpha-subunit, N-terminal domain"
IPR017950,1,0,Urease active site
IPR017951,1,2,"Urease alpha subunit, C-terminal"
IPR029754,1,1,Urease nickel binding site
IPR036461,1,1,"Urease, beta subunit superfamily"
IPR036463,1,1,"Urease, gamma subunit superfamily"
IPR045254,2,0,"Nit1/2, carbon-nitrogen hydrolase domain"
IPR004235,2,1,Scytalone dehydratase
IPR003697,1,1,Nucleoside triphosphate pyrophosphatase Maf-like protein
IPR029001,2,2,Inosine triphosphate pyrophosphatase-like
IPR000818,1,1,TEA/ATTS domain
IPR038096,1,1,TEA/ATTS domain superfamily
IPR034482,1,0,"Mrd1, RNA recognition motif 3"
IPR001372,1,0,"Dynein light chain, type 1/2"
IPR037177,1,0,Dynein light chain superfamily
IPR010816,2,3,Heterokaryon incompatibility Het-C
IPR003710,4,2,Ketopantoate reductase ApbA/PanE
IPR044764,1,1,"DDX52/Rok1, DEAD-box helicase domain"
IPR006808,1,1,"ATP synthase, F0 complex, subunit G, mitochondrial"
IPR020624,2,1,"Schiff base-forming aldolase, conserved site"
IPR035551,1,0,"Boi1/2, SH3 domain"
IPR037370,1,0,Pleckstrin
IPR004181,3,2,"Zinc finger, MIZ-type"
IPR023321,2,1,PINIT domain
IPR038654,2,1,PINIT domain superfamily
IPR011021,5,3,"Arrestin-like, N-terminal"
IPR004240,2,1,Nonaspanin (TM9SF)
IPR011935,1,0,Conserved hypothetical protein CHP02231
IPR025554,1,0,Domain of unknown function DUF4140
IPR037291,1,0,Domain of unknown function DUF4139
IPR011160,1,0,Sphingomyelin phosphodiesterase
IPR041805,2,1,"Acid sphingomyelinase/endopolyphosphatase, metallophosphatase domain"
IPR031568,1,0,"Protein Pet117, mitochondrial"
IPR005124,1,0,Vacuolar (H+)-ATPase G subunit
IPR002830,2,0,UbiD decarboxylyase family
IPR032903,2,0,Ferulic acid decarboxylase-like
IPR004026,1,1,"Ada DNA repair, metal-binding"
IPR018060,1,1,"DNA binding HTH domain, AraC-type"
IPR035451,1,1,Ada-like domain superfamily
IPR024326,1,1,"Ribosomal RNA-processing protein 7, C-terminal domain"
IPR040446,1,1,Ribosomal RNA-processing protein 7
IPR040447,1,1,"Rrp7, RRM-like N-terminal domain"
IPR039741,1,1,UDP-sugar pyrophosphorylase
IPR006089,3,3,"Acyl-CoA dehydrogenase, conserved site"
IPR005079,1,1,"Peptidase C45, hydrolase domain"
IPR044089,2,3,Magnesium transporter Alr1-like
IPR009542,1,1,Signal peptidase complex subunit 1
IPR024766,1,4,"Zinc finger, RING-H2-type"
IPR003409,1,0,MORN repeat
IPR002773,1,1,Deoxyhypusine synthase
IPR036982,1,1,Deoxyhypusine synthase superfamily
IPR012098,1,1,SRP-independent targeting protein 3
IPR034069,1,0,"R3H domain, Cip2-type"
IPR034186,1,0,"Pin4-like, RNA recognition motif"
IPR003169,1,2,GYF domain
IPR035445,1,2,GYF-like domain superfamily
IPR039905,1,1,CD2 antigen cytoplasmic tail-binding protein 2/Lin1
IPR013258,1,1,"Striatin, N-terminal"
IPR005633,1,0,"Ribosomal protein L23/L25, N-terminal"
IPR013025,2,2,Ribosomal protein L25/L23
IPR021867,1,1,S-adenosylmethionine-dependent methyltransferase Bmt2-like
IPR004403,1,1,Peptide chain release factor eRF1/aRF1
IPR024049,1,1,"eRF1, domain 1"
IPR001086,1,1,Prephenate dehydratase
IPR008242,1,1,"Bifunctional P-protein, chorismate mutase/prephenate dehydratase"
IPR034686,1,2,Terpene cyclase-like 2
IPR017423,1,1,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
IPR007518,1,0,MINDY deubiquitinase
IPR033979,1,0,MINDY deubiquitinase domain
IPR003726,1,1,Homocysteine-binding domain
IPR036589,1,1,Homocysteine-binding domain superfamily
IPR043750,1,0,Protein of unknown function DUF5695
IPR013219,1,0,"Ribosomal protein S27/S33, mitochondrial"
IPR001341,2,1,Aspartate kinase
IPR018042,2,1,"Aspartate kinase, conserved site"
IPR007306,1,1,tRNA A64-2'-O-ribosylphosphate transferase
IPR033421,1,1,"Rit1, DUSP-like domain"
IPR033449,1,1,"Rit1, N-terminal domain"
IPR045632,1,1,Domain of unknown function DUF6314
IPR007112,3,0,"Expansin/pollen allergen, DPBB domain"
IPR009009,2,1,"RlpA-like protein, double-psi beta-barrel domain"
IPR036749,3,0,"Expansin, cellulose-binding-like domain superfamily"
IPR004574,1,1,Alkylated DNA repair protein AlkB
IPR006638,3,3,"Elp3/MiaA/NifB-like, radical SAM core domain"
IPR032432,1,1,"Radical SAM, C-terminal extension"
IPR034687,1,1,Elongator complex protein 3-like
IPR039661,1,1,ELP3/YhcC
IPR001392,2,2,"Clathrin adaptor, mu subunit"
IPR005810,1,1,"Succinyl-CoA ligase, alpha subunit"
IPR017440,2,2,"ATP-citrate lyase/succinyl-CoA ligase, active site"
IPR033847,2,2,"ATP-citrate lyase/succinyl-CoA ligase, conserved site"
IPR036168,2,3,"AP-2 complex subunit mu, C-terminal superfamily"
IPR043512,1,1,"Mu2, C-terminal domain"
IPR043532,1,1,"AP-2 complex subunit mu, N-terminal"
